,personNr1,personNr2,connection
4919,19300929-6994,19340108-1148,partner of
4920,19410909-1703,19310924-5767,partner of
4921,19100502-5309,19230626-3676,partner of
4922,19450404-6838,19360229-9912,partner of
4923,19630314-6688,19561007-7514,partner of
4924,19230110-5651,19290926-8934,partner of
4925,19210522-1240,19150913-5244,partner of
4926,19440816-5040,19500217-9454,partner of
4927,19711211-4535,19080620-8121,child of
4928,19260720-2341,19080620-8121,child of
4929,19080620-8121,19711211-4535,parent of
4930,19080620-8121,19260720-2341,parent of
4931,19080620-8121,19100515-9749,partner of
4932,19530808-3058,19590919-1742,partner of
4933,19560410-9042,19360126-7238,child of
4934,19360126-7238,19560410-9042,parent of
4935,19560410-9042,19481114-8189,partner of
4936,19481114-8189,19360126-7238,partner of
4937,19620424-8967,19630826-8772,partner of
4938,19370310-9510,19360903-7494,partner of
4939,19491127-4760,19151022-6837,child of
4940,19611209-7488,19151022-6837,child of
4941,19151022-6837,19491127-4760,parent of
4942,19151022-6837,19611209-7488,parent of
4943,19491127-4760,19611209-7488,partner of
4944,19680428-2771,19700827-6192,partner of
4945,19171031-8953,19130122-9950,partner of
4946,19550927-2711,19420420-5213,partner of
4947,19451017-9057,19460305-8505,partner of
4948,19520930-2247,19480812-7693,partner of
4949,19720405-7502,19700825-3703,partner of
4950,19450404-6921,19280131-1497,child of
4951,19280131-1497,19450404-6921,parent of
4952,19241217-4667,19370422-1995,partner of
4953,19370422-1995,19491001-3790,partner of
4954,19160607-5525,19281019-6285,partner of
4955,19641227-7776,19630912-4235,partner of
4956,19570313-4798,19570731-9613,partner of
4957,19390731-7048,19500505-9733,partner of
4958,19390731-7048,19360318-8655,partner of
4959,19490514-9992,19120422-5237,child of
4960,19660524-5728,19120422-5237,child of
4961,19120422-5237,19490514-9992,parent of
4962,19120422-5237,19660524-5728,parent of
4963,19730329-6752,19660524-5728,partner of
4964,19560603-7486,19390707-9649,child of
4965,19390707-9649,19560603-7486,parent of
4966,19390707-9649,19390331-3355,partner of
4967,19390707-9649,19440127-7997,partner of
4968,19390331-3355,19440127-7997,partner of
4969,19440127-7997,19560603-7486,partner of
4970,19720714-5877,19300619-9117,child of
4971,19300619-9117,19720714-5877,parent of
4972,19710304-6401,19420914-7667,child of
4973,19420914-7667,19710304-6401,parent of
4974,19710304-6401,19331205-9484,child of
4975,19331205-9484,19710304-6401,parent of
4976,19440525-1457,19420914-7667,partner of
4977,19440525-1457,19331205-9484,partner of
4978,19420914-7667,19331205-9484,partner of
4979,19550315-3240,19590201-4841,partner of
4980,19390603-7280,19211009-3587,child of
4981,19501002-6956,19211009-3587,child of
4982,19211009-3587,19390603-7280,parent of
4983,19211009-3587,19501002-6956,parent of
4984,19390603-7280,19501002-6956,partner of
4985,19211009-3587,19240808-6857,partner of
4986,19250713-8193,19130922-7911,partner of
4987,19250713-8193,19291124-3954,partner of
4988,19340515-2144,19260320-1420,partner of
4989,19340515-2144,19350914-4253,partner of
4990,19260320-1420,19350914-4253,partner of
4991,19591005-5529,19510814-5163,partner of
4992,19700124-9329,19610421-7969,partner of
4993,19460728-8846,19500917-7079,partner of
4994,19140219-1753,19160414-1990,partner of
4995,19360212-7520,19301217-4874,partner of
4996,19231026-6385,19260528-8588,partner of
4997,19220327-5584,19270807-6637,partner of
4998,19410531-2903,19190513-5876,child of
4999,19580827-7117,19190513-5876,child of
5000,19190513-5876,19410531-2903,parent of
5001,19190513-5876,19580827-7117,parent of
5002,19190513-5876,19091004-4599,partner of
5003,19211201-6034,19190316-1040,partner of
5004,19540711-4560,19180420-4327,child of
5005,19180420-4327,19540711-4560,parent of
5006,19650405-3859,19120702-2605,child of
5007,19410113-4575,19120702-2605,child of
5008,19120702-2605,19650405-3859,parent of
5009,19120702-2605,19410113-4575,parent of
5010,19120702-2605,19230720-1437,partner of
5011,19320702-7301,19350215-4922,partner of
5012,19220708-2105,19010501-1022,child of
5013,19010501-1022,19220708-2105,parent of
5014,19050704-5091,19010501-1022,partner of
5015,19070412-3462,19120722-6927,partner of
5016,19710526-5260,19250115-9035,child of
5017,19670513-1179,19250115-9035,child of
5018,19250115-9035,19710526-5260,parent of
5019,19250115-9035,19670513-1179,parent of
5020,19710526-5260,19110808-4395,child of
5021,19670513-1179,19110808-4395,child of
5022,19110808-4395,19710526-5260,parent of
5023,19110808-4395,19670513-1179,parent of
5024,19710526-5260,19670513-1179,partner of
5025,19130210-3384,19100915-6764,partner of
5026,19620518-1932,19500228-8611,partner of
5027,19500228-8611,19411127-9649,partner of
5028,19630429-3664,19181230-3696,child of
5029,19610128-8231,19181230-3696,child of
5030,19181230-3696,19630429-3664,parent of
5031,19181230-3696,19610128-8231,parent of
5032,19630429-3664,19610128-8231,partner of
5033,19530702-6278,19601212-7112,partner of
5034,19590121-9890,19551015-6820,partner of
5035,19251218-7043,19040311-2383,child of
5036,19040311-2383,19251218-7043,parent of
5037,19251218-7043,19130314-4850,partner of
5038,19040311-2383,19130314-4850,partner of
5039,19600811-9610,19630227-4971,partner of
5040,19220731-8895,19180227-7764,partner of
5041,19660730-7416,19591109-7457,partner of
5042,19621227-2407,19541214-2835,partner of
5043,19390212-8213,19410819-2626,partner of
5044,19261201-1776,19030214-8608,child of
5045,19510111-7135,19030214-8608,child of
5046,19030214-8608,19261201-1776,parent of
5047,19030214-8608,19510111-7135,parent of
5048,19070508-2765,19030214-8608,partner of
5049,19521124-2858,19251018-3110,child of
5050,19621124-1722,19251018-3110,child of
5051,19251018-3110,19521124-2858,parent of
5052,19251018-3110,19621124-1722,parent of
5053,19521124-2858,19621124-1722,partner of
5054,19140722-4282,19140325-3279,partner of
5055,19120724-7264,19100225-5692,partner of
5056,19120724-7264,19210530-9020,partner of
5057,19100225-5692,19210530-9020,partner of
5058,19650211-7874,19700901-1625,partner of
5059,19650211-7874,19680218-9440,partner of
5060,19700901-1625,19680218-9440,partner of
5061,19640910-7913,19080226-9749,child of
5062,19340816-5795,19080226-9749,child of
5063,19080226-9749,19640910-7913,parent of
5064,19080226-9749,19340816-5795,parent of
5065,19611122-1552,19721002-2165,partner of
5066,19380804-5466,19440613-3402,partner of
5067,19700712-2471,19610409-8991,partner of
5068,19181025-1561,19080411-8982,partner of
5069,19120916-5801,19021106-8437,partner of
5070,19440307-5153,19431130-3349,partner of
5071,19440307-5153,19450906-9048,partner of
5072,19431130-3349,19450906-9048,partner of
5073,19170930-3757,19110317-3897,partner of
5074,19170930-3757,19070322-7682,partner of
5075,19170930-3757,19130514-1803,partner of
5076,19110317-3897,19070322-7682,partner of
5077,19110317-3897,19130514-1803,partner of
5078,19070322-7682,19130514-1803,partner of
5079,19051006-6997,19061231-9182,partner of
5080,19051006-6997,19040712-6064,partner of
5081,19051006-6997,19020521-3668,partner of
5082,19061231-9182,19040712-6064,partner of
5083,19061231-9182,19020521-3668,partner of
5084,19040712-6064,19020521-3668,partner of
5085,19140929-8379,19150316-1527,partner of
5086,19470524-3038,19490902-8224,partner of
5087,19530603-5027,19420130-9036,partner of
5088,19530603-5027,19440831-9860,partner of
5089,19530603-5027,19491217-2285,partner of
5090,19420130-9036,19440831-9860,partner of
5091,19420130-9036,19491217-2285,partner of
5092,19440831-9860,19491217-2285,partner of
5093,19580228-1788,19540929-1282,partner of
5094,19220202-4719,19270910-5129,partner of
5095,19601218-5054,19620817-6060,partner of
5096,19660915-5424,19690312-9179,partner of
5097,19451103-1287,19190118-2514,child of
5098,19390222-6059,19190118-2514,child of
5099,19190118-2514,19451103-1287,parent of
5100,19190118-2514,19390222-6059,parent of
5101,19451103-1287,19390222-6059,partner of
5102,19240418-6740,19310808-3497,partner of
5103,19240418-6740,19151030-5330,partner of
5104,19641213-2133,19160618-2741,child of
5105,19570807-4900,19160618-2741,child of
5106,19160618-2741,19641213-2133,parent of
5107,19160618-2741,19570807-4900,parent of
5108,19641213-2133,19570807-4900,partner of
5109,19590901-8517,19430926-1382,child of
5110,19430926-1382,19590901-8517,parent of
5111,19340809-8057,19430926-1382,partner of
5112,19340809-8057,19420316-9271,partner of
5113,19430926-1382,19420316-9271,partner of
5114,19650605-1854,19521221-6465,partner of
5115,19310305-8933,19370925-1301,partner of
5116,19020729-9418,19150706-4264,partner of
5117,19181024-7416,19290222-1720,partner of
5118,19181024-7416,19291126-2925,partner of
5119,19290222-1720,19291126-2925,partner of
5120,19391102-9056,19150412-2514,child of
5121,19470919-3448,19150412-2514,child of
5122,19150412-2514,19391102-9056,parent of
5123,19150412-2514,19470919-3448,parent of
5124,19391102-9056,19470919-3448,partner of
5125,19150609-9892,19150412-2514,partner of
5126,19340317-4559,19170310-3129,child of
5127,19170310-3129,19340317-4559,parent of
5128,19480702-9463,19580508-2215,partner of
5129,19480702-9463,19530921-9469,partner of
5130,19480702-9463,19421013-7256,partner of
5131,19580508-2215,19530921-9469,partner of
5132,19530921-9469,19421013-7256,partner of
5133,19481120-6849,19511025-3859,partner of
5134,19481120-6849,19560105-1198,partner of
5135,19511025-3859,19560105-1198,partner of
5136,19140622-5013,19220211-4940,partner of
5137,19610211-7211,19491208-9058,partner of
5138,19301215-4930,19150915-9267,child of
5139,19150915-9267,19301215-4930,parent of
5140,19401112-6560,19440502-5262,partner of
5141,19401112-6560,19330507-3242,partner of
5142,19440502-5262,19330507-3242,partner of
5143,19271004-8644,19330507-3242,partner of
5144,19400819-1276,19360406-2151,partner of
5145,19400819-1276,19400905-4086,partner of
5146,19360406-2151,19400905-4086,partner of
5147,19640501-2453,19721012-7177,partner of
5148,19640501-2453,19620716-7875,partner of
5149,19721012-7177,19620716-7875,partner of
5150,19150211-8758,19210407-3353,partner of
5151,19150211-8758,19120126-4234,partner of
5152,19210407-3353,19120126-4234,partner of
5153,19541216-9924,19280513-6478,child of
5154,19520813-6571,19280513-6478,child of
5155,19280513-6478,19541216-9924,parent of
5156,19280513-6478,19520813-6571,parent of
5157,19541216-9924,19520813-6571,partner of
5158,19330420-9223,19280513-6478,partner of
5159,19200607-7128,19210716-8421,partner of
5160,19471227-7863,19420130-2518,partner of
5161,19420818-2294,19490914-7284,partner of
5162,19040711-6557,19080228-9788,partner of
5163,19600613-2640,19590529-9134,partner of
5164,19380831-7797,19330126-5054,partner of
5165,19701203-5194,19620629-1544,partner of
5166,19400329-9075,19240814-1196,child of
5167,19240814-1196,19400329-9075,parent of
5168,19200918-6803,19240814-1196,partner of
5169,19420629-7552,19360420-7306,partner of
5170,19600314-8020,19500604-7054,partner of
5171,19040426-6976,19170209-4270,partner of
5172,19261228-7950,19170209-4270,partner of
5173,19040616-9744,19061027-3916,partner of
5174,19330924-9846,19280801-9868,partner of
5175,19681215-4162,19640925-8307,partner of
5176,19640925-8307,19510202-2107,partner of
5177,19710330-2682,19041013-1439,child of
5178,19641001-8503,19041013-1439,child of
5179,19700823-8591,19041013-1439,child of
5180,19041013-1439,19710330-2682,parent of
5181,19041013-1439,19641001-8503,parent of
5182,19041013-1439,19700823-8591,parent of
5183,19710330-2682,19641001-8503,partner of
5184,19710330-2682,19700823-8591,partner of
5185,19641001-8503,19700823-8591,partner of
5186,19690303-3422,19640904-7880,partner of
5187,19300604-8010,19370909-4423,partner of
5188,19630328-1101,19211101-1164,child of
5189,19520901-5071,19211101-1164,child of
5190,19211101-1164,19630328-1101,parent of
5191,19211101-1164,19520901-5071,parent of
5192,19630328-1101,19520901-5071,partner of
5193,19250525-2453,19020412-8632,child of
5194,19430614-7257,19020412-8632,child of
5195,19020412-8632,19250525-2453,parent of
5196,19020412-8632,19430614-7257,parent of
5197,19490330-8031,19361012-4466,partner of
5198,19150708-2573,19210830-2980,partner of
5199,19271011-9593,19291221-5330,partner of
5200,19271011-9593,19131120-7810,partner of
5201,19450928-3897,19340822-5945,partner of
5202,19270831-4680,19340822-5945,partner of
5203,19090627-9957,19110630-9415,partner of
5204,19090627-9957,19110817-2268,partner of
5205,19110630-9415,19110817-2268,partner of
5206,19470325-4601,19230327-8071,child of
5207,19230327-8071,19470325-4601,parent of
5208,19230327-8071,19270701-1203,partner of
5209,19271209-1953,19190503-9050,partner of
5210,19271209-1953,19251006-2578,partner of
5211,19190503-9050,19251006-2578,partner of
5212,19611124-1663,19501017-9152,partner of
5213,19240323-4790,19210215-7222,partner of
5214,19460829-6149,19470729-6807,partner of
5215,19460829-6149,19390905-8729,partner of
5216,19470729-6807,19390905-8729,partner of
5217,19310410-8816,19240928-2686,partner of
5218,19180430-6940,19281015-2377,partner of
5219,19180430-6940,19041211-5272,partner of
5220,19681112-4298,19400420-3718,child of
5221,19400420-3718,19681112-4298,parent of
5222,19290927-7868,19400420-3718,partner of
5223,19400420-3718,19530503-5164,partner of
5224,19160910-2316,19240106-2161,partner of
5225,19320307-4246,19430201-5370,partner of
5226,19320307-4246,19270421-8059,partner of
5227,19320307-4246,19360920-8242,partner of
5228,19430201-5370,19360920-8242,partner of
5229,19270421-8059,19360920-8242,partner of
5230,19280715-1102,19320905-6700,partner of
5231,19290705-7699,19010814-4580,child of
5232,19300210-3521,19010814-4580,child of
5233,19010814-4580,19290705-7699,parent of
5234,19010814-4580,19300210-3521,parent of
5235,19290705-7699,19300210-3521,partner of
5236,19010814-4580,19060201-4716,partner of
5237,19641018-7656,19530205-8032,partner of
5238,19671125-6458,19700827-4281,partner of
5239,19270609-6889,19160813-1546,partner of
5240,19270609-6889,19260520-1041,partner of
5241,19160813-1546,19260520-1041,partner of
5242,19340810-9558,19320802-3425,partner of
5243,19490911-7275,19510413-6033,partner of
5244,19410131-1399,19380917-2859,partner of
5245,19531109-6501,19290114-6698,child of
5246,19290114-6698,19531109-6501,parent of
5247,19390119-5641,19290114-6698,partner of
5248,19270213-1549,19351022-3227,partner of
5249,19640606-9831,19460510-2180,child of
5250,19460510-2180,19640606-9831,parent of
5251,19640606-9831,19301212-3278,child of
5252,19301212-3278,19640606-9831,parent of
5253,19301212-3278,19260408-2258,partner of
5254,19321126-2729,19100630-1549,child of
5255,19100630-1549,19321126-2729,parent of
5256,19100630-1549,19060503-3740,partner of
5257,19480804-5794,19600918-8223,partner of
5258,19311227-6158,19430524-8315,partner of
5259,19311227-6158,19380513-8895,partner of
5260,19430524-8315,19380513-8895,partner of
5261,19430524-8315,19461111-4420,partner of
5262,19380513-8895,19461111-4420,partner of
5263,19231208-5605,19300129-8975,partner of
5264,19380326-5219,19300129-8975,partner of
5265,19300718-7459,19210121-4986,partner of
5266,19440714-3049,19320512-8461,partner of
5267,19170128-5969,19171219-6472,partner of
5268,19231018-2716,19340723-2667,partner of
5269,19101007-7668,19180924-1439,partner of
5270,19460421-8127,19021111-3660,child of
5271,19570604-6427,19021111-3660,child of
5272,19021111-3660,19460421-8127,parent of
5273,19021111-3660,19570604-6427,parent of
5274,19020811-4567,19021111-3660,partner of
5275,19460421-8127,19570604-6427,partner of
5276,19010316-5524,19031021-1618,partner of
5277,19010316-5524,19061224-6202,partner of
5278,19031021-1618,19061224-6202,partner of
5279,19591223-6350,19480409-4404,partner of
5280,19021119-7473,19060604-8001,partner of
5281,19021119-7473,19060911-2496,partner of
5282,19060604-8001,19060911-2496,partner of
5283,19220528-9808,19280303-7459,partner of
