PersonNr,Lan,Kommun,Forsamling,Distriktskod,FastLopNr,FastBet,Barn0_3,Barn4_6,Barn7_10,Barn11_15,Barn16_17,Barn18plus,Barn18_19,Barn20plus,FamId,Sun2000niva_old,SUN2000niva,SUN2000Inr,SUN2000Grp,CfarNr_LISA,ArbstId,AstNr_LISA,AstKommun,AstLan,KU1PeOrgNr,KU1CfarNr,KU1AstNr,KU1AstKommun,KU1AstLan,KU1YrkStalln,KU2PeOrgNr,KU2CfarNr,KU2AstNr,KU2AstKommun,KU2AstLan,KU2YrkStalln,KU3PeOrgNr,KU3CfarNr,KU3AstNr,KU3AstKommun,KU3AstLan,KU3YrkStalln,FodelseAr,DodDatum,Alder,Kon,InvUtvLand,InvUtvManad,PostTyp,FodelseLandnamn,FodelseTidMor,FodelseLandnamnMor,FodelseTidFar,FodelseLandnamnFar,UtlSvBakg,SyssStat,ArbTid,YrkStalln,KU1lnk,KU2lnk,KU3lnk,Raks_SummaInk,Raks_Huvudanknytning,Raks_EtablGrad,Raks_Forvink
19730515-6290,Västernorrland county,Örnsköldsvik,228411,321040,196171579,Örnsköldsvik Köpmanholmen 250470354,0,0,0,0,0,0,0,0,19521117-0667,97223,323,521,Gymnasieutbildning inom verkstadsteknik,547705004,54770500477888Timrå560818-3523,77888,Timrå,Västernorrland county,560818-3523,547705004,77888,Timrå,Västernorrland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1973,,17,1,China,1978-10,Utv,China,1982-01-02,Italy,1979-01-02,Finland,11,1,3,4,1579,0,0,1579,6,NULL,0
19730515-0293,Västernorrland county,Örnsköldsvik,228411,321040,196171579,Örnsköldsvik Köpmanholmen 250470354,0,0,0,0,0,0,0,0,19521117-0667,40211,3,811,Hotell- och restaurangutbildning på gymnasial nivå,464802771,46480277182534Härnösand460923-4019,82534,Härnösand,Västernorrland county,460923-4019,464802771,82534,Härnösand,Västernorrland county,1,500818-7515,275432865,24992,Härnösand,Västernorrland county,1,-,-,-,0000,00,-,1973,,17,1,Afghanistan,1976-08,Inv,Syria,1982-01-02,Finland,1979-01-02,Turkey,11,1,5,4,1212,1110,0,2322,6,NULL,0
19561109-7348,Västernorrland county,Örnsköldsvik,228411,321040,196171579,Örnsköldsvik Köpmanholmen 250470354,0,1,0,0,2,0,0,0,19521117-0667,86075,3,010b,"Samhällsvetenskaplig, social och humanistisk gymnasieutbildning",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1956,,34,2,Pakistan,2003-09,Utv,Sweden,1982-01-02,Italy,1979-01-02,Turkey,12,6, , ,0,0,0,2147,6,NULL,0
19380409-5447,Stockholm county,Upplands-Bro,013901,215060,103740717,Upplands-Bro Håbo-Tibble kyrkby 161042926,0,0,0,0,0,0,0,0,19380409-5447,58503,5,727b,Receptarieutbildning,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1938,,52,2,Iran,1984-07,Inv,Sweden,1982-01-02,UK,1979-01-02,China,12,6, , ,0,0,0,1456,5,NULL,0
19570403-7806,Södermanland county,Eskilstuna,048417,212061,973204529,Eskilstuna Skiftinge 320780721,2,0,1,0,2,0,0,0,19570403-7806,38086,329,542,Gymnasieutbildning inom textil- och konfektionsteknik,253417860,25341786086199Oxelösund540322-1849,86199,Oxelösund,Södermanland county,540322-1849,253417860,86199,Oxelösund,Södermanland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1957,,33,2,Denmark,1962-01,Utv,India,1982-01-02,Romania,1979-01-02,Romania,11,1,5,2,1210,0,0,1210,1,1,0
19740425-9514,Södermanland county,Eskilstuna,048417,212061,973204529,Eskilstuna Skiftinge 320780721,0,0,0,0,0,0,0,0,19570403-7806,76785,3,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration,116398852,11639885225204Flen510604-5394,25204,Flen,Södermanland county,510604-5394,116398852,25204,Flen,Södermanland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1974,,16,1,Sweden,2013-07,Utv,USA,1982-01-02,Denmark,1979-01-02,Germany,11,1,3,1,1474,0,0,2822,6,NULL,0
19740425-6679,Södermanland county,Eskilstuna,048417,212061,973204529,Eskilstuna Skiftinge 320780721,0,0,0,0,0,0,0,0,19570403-7806,80250,557,640a,Veterinärutbildning,117172868,11717286820334Nyköping740425-6679,20334,Nyköping,Södermanland county,740425-6679,117172868,20334,Nyköping,Södermanland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1974,,16,1,USA,1978-02,Utv,India,1982-01-02,Brazil,1979-01-02,Sweden,21,1,5,2,1670,0,0,4793,2,0,0
19560525-3086,Halland county,Laholm,138105,104003,639831479,Laholm Laholm 151766568,0,0,0,0,0,0,0,0,19560525-3086,67073,6,213,"Medieproduktion, eftergymnasial utbildning",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1956,,34,2,USA,2001-02,Utv,Sweden,1982-01-02,Sweden,1979-01-02,Iran,21,6, , ,0,0,0,2344,5,NULL,0
19740221-4577,Östergötland county,Åtvidaberg,056101,108055,088399760,Åtvidaberg Åtvidaberg 111623569,0,0,0,0,0,0,0,0,19740221-4577,75892,3,1,Gymnasial utbildning inom pedagogik och lärarutbildning,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1974,,16,1,Germany,1976-07,Inv,Finland,1982-01-02,Italy,1979-01-02,Afghanistan,11,6, , ,0,0,0,3293,6,NULL,0
19770802-0604,Östergötland county,Åtvidaberg,056101,108055,088399760,Åtvidaberg Åtvidaberg 111623569,0,0,0,0,0,0,0,0,19740221-4577,46125,55,526a,"Civilingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi",936535968,93653596839050Norrköping630101-1324,39050,Norrköping,Östergötland county,630101-1324,936535968,39050,Norrköping,Östergötland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1977,,13,2,Syria,1982-10,Inv,Syria,1982-01-02,Iran,1979-01-02,Syria,11,1,5,4,1240,0,0,5786,5,NULL,0
19361228-4435,Blekinge county,Ronneby,108101,102032,398343188,Ronneby Eringsboda 12016856,0,0,0,0,0,0,0,0,19361228-4435,37472,6,863,Militär utbildning på eftergymnasial nivå,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1936,,54,1,USA,1944-07,Utv,Iran,1982-01-02,Pakistan,1979-01-02,Afghanistan,11,6, , ,0,0,0,5365,5,NULL,0
19280302-5772,Blekinge county,Ronneby,108110,102021,031196797,Ronneby Kallinge 171307022,0,0,0,0,0,0,0,0,19280302-5772,82155,547,581c,Arkitekt- och landskapsarkitektutbildning,606856508,60685650853987Ronneby561217-9245,53987,Ronneby,Blekinge county,561217-9245,606856508,53987,Ronneby,Blekinge county,1,420726-6617,458282453,63792,Karlshamn,Blekinge county,1,-,-,-,0000,00,-,1928,,62,1,Pakistan,1969-02,Utv,Poland,1982-01-02,Germany,1979-01-02,Syria,11,1,5,0,832,822,0,3601,7,NULL,0
19310805-3626,Blekinge county,Ronneby,108110,102021,031196797,Ronneby Kallinge 171307022,0,0,0,0,0,0,0,0,19280302-5772,56494,326,5,"Tekniskt gymnasium, 1-3 år",254391183,25439118360832Ronneby310805-3626,60832,Ronneby,Blekinge county,310805-3626,254391183,60832,Ronneby,Blekinge county,1,540929-1440,223321798,74643,Ronneby,Blekinge county,1,-,-,-,0000,00,-,1931,,59,2,Denmark,1996-02,Utv,China,1982-01-02,UK,1979-01-02,Syria,11,1,2,4,1489,917,0,2529,5,NULL,0
19300326-9598,Gotland county,Gotland,098032,106073,609102809,Gotland Slite 362287456,0,0,1,0,0,0,0,0,19300326-9598,24646,522,8,"Minst 30 högskolepoäng inom tjänster, ej examen",690036237,69003623741180Gotland731231-7638,41180,Gotland,Gotland county,731231-7638,690036237,41180,Gotland,Gotland county,1,510702-7653,720353151,51816,Gotland,Gotland county,1,-,-,-,0000,00,-,1930,,60,1,Sweden,1986-09,Utv,Afghanistan,1982-01-02,Pakistan,1979-01-02,Poland,11,1,5,2,1692,1446,0,3138,2,0,0
19480721-4626,Jämtland county,Bräcke,230506,322007,553032769,Bräcke Kälarne 15335672,0,0,1,0,0,0,0,0,19480721-4626,22882,336,340a,Ekonomisk gymnasieutbildning,886265466,88626546635864Härjedalen350712-2949,35864,Härjedalen,Jämtland county,350712-2949,886265466,35864,Härjedalen,Jämtland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1948,,42,2,Germany,2013-09,Utv,Pakistan,1982-01-02,Germany,1979-01-02,China,11,1,5,1,1369,0,0,2579,6,NULL,0
19440114-3323,Dalarna county,Smedjebacken,206102,217001,112421142,Smedjebacken Hagge 279294178,0,0,0,0,0,0,0,0,19440114-3323,44826,513,321,Journalist- och medieutbildning (eftergymnasial),822429484,82242948496843Borlänge740801-4137,96843,Borlänge,Dalarna county,740801-4137,822429484,96843,Borlänge,Dalarna county,1,591102-5090,341722876,24221,Avesta,Dalarna county,1,-,-,-,0000,00,-,1944,,46,2,Italy,1959-02,Inv,Poland,1982-01-02,Iraq,1979-01-02,India,11,1,5,2,703,640,0,3283,2,1,0
19280416-9597,Östergötland county,Finspång,056201,108156,696989112,Finspång Rejmyre 31879570,0,1,1,0,0,1,0,0,19280416-9597,65779,666,322,Biblioteks- och informationsvetenskaplig högskoleutbildning (minst 3 år),606397529,60639752947911Finspång281104-1533,47911,Finspång,Östergötland county,281104-1533,606397529,47911,Finspång,Östergötland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1928,,62,1,Pakistan,1950-02,Utv,Germany,1982-01-02,Pakistan,1979-01-02,Poland,11,1,5,2,1537,0,0,2210,1,1,0
19681012-0851,Östergötland county,Finspång,056201,108156,696989112,Finspång Rejmyre 31879570,0,0,0,0,0,0,0,0,19280416-9597,11151,3,840,Transportutbildning på gymnasial nivå,285090561,28509056164776Ydre690527-7700,64776,Ydre,Östergötland county,690527-7700,285090561,64776,Ydre,Östergötland county,1,440912-8471,708113805,43026,Boxholm,Östergötland county,1,-,-,-,0000,00,-,1968,,22,1,Finland,2014-12,Utv,China,1982-01-02,Syria,1979-01-02,Iran,11,1,2,2,2073,1296,0,3369,2,1,0
19530425-4831,Södermanland county,Katrineholm,048301,212021,172290469,Katrineholm Bie 121847687,2,0,1,0,0,0,0,0,19530425-4831,17923,522,6,"Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen",687529333,68752933394261Nyköping530425-4831,94261,Nyköping,Södermanland county,530425-4831,687529333,94261,Nyköping,Södermanland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1953,,37,1,Denmark,1963-09,Inv,Denmark,1982-01-02,Turkey,1979-01-02,Sweden,21,5,5,2,1655,0,0,3145,3,0,0
19670506-1683,Värmland county,Hammarö,176101,213023,061601918,Hammarö Skoghall 356047296,0,0,1,0,0,0,0,0,19670506-1683,87482,4,724d,Tandhygienistutbildning,950706924,95070692444177Kristinehamn620215-8537,44177,Kristinehamn,Värmland county,620215-8537,950706924,44177,Kristinehamn,Värmland county,1,600625-6514,878079305,99981,Kristinehamn,Värmland county,1,-,-,-,0000,00,-,1967,,23,2,UK,1980-12,Inv,Brazil,1982-01-02,Afghanistan,1979-01-02,Poland,11,1,1,2,1085,733,0,2882,2,0,0
19510722-8227,Södermanland county,Gnesta,046104,212053,138443317,Gnesta Gnesta 329433922,0,0,0,0,0,0,0,0,19510722-8227,49773,3,761,Gymnasial utbildning med inriktning mot barn och ungdom,209039350,20903935090156Trosa740101-3860,90156,Trosa,Södermanland county,740101-3860,209039350,90156,Trosa,Södermanland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1951,,39,2,Iraq,1980-07,Utv,Brazil,1982-01-02,Italy,1979-01-02,Russia,11,1,9,2,1379,0,0,1379,2,1,0
19550727-8300,Södermanland county,Gnesta,046104,212053,138443317,Gnesta Gnesta 329433922,0,0,0,0,0,0,0,0,19510722-8227,19286,412,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen",885271307,88527130773425Vingåker550727-8300,73425,Vingåker,Södermanland county,550727-8300,885271307,73425,Vingåker,Södermanland county,1,520916-2368,826221467,99213,Oxelösund,Södermanland county,1,-,-,-,0000,00,-,1955,,35,2,USA,1966-03,Utv,Russia,1982-01-02,Syria,1979-01-02,Syria,11,1,5,2,778,298,0,4385,1,0,0
19581227-2238,Skåne county,Skurup,126406,101035,163417594,Skurup Beddingestrand 56119790,0,0,0,0,0,0,0,0,19581227-2238,58542,336,340a,Ekonomisk gymnasieutbildning,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1958,,32,1,China,1990-03,Utv,Russia,1982-01-02,Sweden,1979-01-02,Syria,21,6, , ,0,0,0,1072,5,NULL,0
19260309-7508,Västerbotten county,Robertsfors,240901,323014,934798073,Robertsfors Ånäset 364523108,0,0,0,0,0,0,0,0,19260309-7508,53400,5,725d,Biomedicinsk analytikerutbildning,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1926,,64,2,Turkey,1938-08,Inv,Germany,1982-01-02,Finland,1979-01-02,Iraq,11,6, , ,0,0,0,3530,6,NULL,0
19490119-4455,Värmland county,Karlstad,178006,213069,941673059,Karlstad Skattkärr 364972559,0,1,0,0,0,0,0,0,19490119-4455,98431,546,526b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)",738272283,73827228379895Kristinehamn490119-4455,79895,Kristinehamn,Värmland county,490119-4455,738272283,79895,Kristinehamn,Värmland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1949,,41,1,Sweden,1959-05,Inv,China,1982-01-02,China,1979-01-02,Turkey,11,1,4,2,1143,0,0,6753,3,0,0
19391110-4745,Västernorrland county,Örnsköldsvik,228406,321031,355840508,Örnsköldsvik Billsta 378801338,0,0,0,0,0,0,0,0,19391110-4745,73345,522,6,"Minst 30 högskolepoäng inom lant- och skogsbruk samt djursjukvård, ej examen",571084990,57108499022106Timrå371117-2461,22106,Timrå,Västernorrland county,371117-2461,571084990,22106,Timrå,Västernorrland county,1,391110-4745,389635327,67167,Härnösand,Västernorrland county,1,-,-,-,0000,00,-,1939,,51,2,Finland,2010-07,Inv,India,1982-01-02,Iran,1979-01-02,Netherlands,11,1,5,4,1100,761,0,3989,6,NULL,0
19441022-4153,Västernorrland county,Örnsköldsvik,228406,321031,355840508,Örnsköldsvik Billsta 378801338,0,0,0,0,0,0,0,0,19391110-4745,74055,551,312,Samhälls- och beteendevetenskaplig högskoleutbildning (minst 3 år),992783436,99278343691396Kramfors561111-0203,91396,Kramfors,Västernorrland county,561111-0203,992783436,91396,Kramfors,Västernorrland county,1,360409-2403,919158109,20504,Örnsköldsvik,Västernorrland county,1,-,-,-,0000,00,-,1944,,46,1,Italy,1978-07,Inv,Denmark,1982-01-02,Russia,1979-01-02,Syria,11,1,5,2,1887,1863,0,3750,1,0,0
19330429-9345,Skåne county,Klippan,127607,101325,689894904,Klippan Klippan 359979201,0,1,0,0,0,0,0,0,19330429-9345,30514,413,544b,"Ingenjörsutbildning inom kemi- och bioteknik, material- och geoteknik (eftergymnasial)",113712749,11371274934129Simrishamn330429-9345,34129,Simrishamn,Skåne county,330429-9345,113712749,34129,Simrishamn,Skåne county,1,310929-6422,508433158,11932,Simrishamn,Skåne county,1,-,-,-,0000,00,-,1933,,57,2,Russia,1953-12,Inv,Pakistan,1982-01-02,Russia,1979-01-02,India,11,1,5,2,1382,1258,0,4657,1,1,0
19740725-3340,Skåne county,Burlöv,123101,101124,642171497,Burlöv Nordanå 86564405,0,0,0,0,0,0,0,0,19740725-3340,76725,522,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen",606643116,60664311688525Skurup740725-3340,88525,Skurup,Skåne county,740725-3340,606643116,88525,Skurup,Skåne county,1,440321-1494,254497028,03329,Hässleholm,Skåne county,1,-,-,-,0000,00,-,1974,,16,2,Brazil,2003-07,Inv,Netherlands,1982-01-02,USA,1979-01-02,Finland,11,1,4,2,1793,605,0,2398,1,1,0
19370218-0687,Dalarna county,Hedemora,208301,217011,004013407,Hedemora Hedemora 268524691,0,0,0,0,0,0,0,0,19370218-0687,73964,332,340a,Ekonomisk gymnasieutbildning,304111026,30411102618654Mora670523-2184,18654,Mora,Dalarna county,670523-2184,304111026,18654,Mora,Dalarna county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1937,,53,2,USA,2011-04,Inv,China,1982-01-02,Turkey,1979-01-02,Pakistan,11,1,9,2,1253,0,0,5671,1,1,0
19370218-9276,Dalarna county,Hedemora,208301,217011,004013407,Hedemora Hedemora 268524691,0,0,0,0,0,0,0,0,19370218-0687,83722,557,640a,Veterinärutbildning,382309899,38230989951241Orsa250912-1560,51241,Orsa,Dalarna county,250912-1560,382309899,51241,Orsa,Dalarna county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1937,,53,1,Afghanistan,2009-03,Inv,Brazil,1982-01-02,India,1979-01-02,USA,11,1,3,4,1104,0,0,2383,5,NULL,0
19650615-4090,Västernorrland county,Örnsköldsvik,228404,321041,528343592,Örnsköldsvik Bjästa 307159456,0,0,0,0,0,0,0,0,19650615-4090,22162,6,721,Läkarutbildning,542020801,54202080199983Kramfors590521-7078,99983,Kramfors,Västernorrland county,590521-7078,542020801,99983,Kramfors,Västernorrland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1965,,25,1,China,1976-11,Utv,China,1982-01-02,Italy,1979-01-02,India,11,5,1,4,781,0,0,1264,6,NULL,0
19681206-9187,Västernorrland county,Örnsköldsvik,228404,321041,528343592,Örnsköldsvik Bjästa 307159456,0,0,0,0,0,0,0,0,19650615-4090,24076,522,3,"Minst 30 högskolepoäng inom samhällsvetenskap, ekonomi och juridik, ej examen",828828128,82882812885144Kramfors710329-7858,85144,Kramfors,Västernorrland county,710329-7858,828828128,85144,Kramfors,Västernorrland county,1,640724-4452,762854248,99981,Kramfors,Västernorrland county,1,-,-,-,0000,00,-,1968,,22,2,UK,1993-11,Inv,USA,1982-01-02,Iraq,1979-01-02,Netherlands,11,5,2,4,1251,791,0,5354,6,NULL,0
19490206-4357,Halland county,Laholm,138111,104012,647432133,Laholm Hishult 350379116,0,0,0,0,0,0,0,0,19490206-4357,40212,557,640a,Veterinärutbildning,879532926,87953292636729Laholm371009-4451,36729,Laholm,Halland county,371009-4451,879532926,36729,Laholm,Halland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1949,,41,1,Russia,1971-05,Inv,Iraq,1982-01-02,Netherlands,1979-01-02,Pakistan,11,1,5,0,1626,0,0,3572,7,NULL,0
19271115-8621,Gotland county,Gotland,098084,106007,825400560,Gotland Vibble 247553726,0,0,0,0,0,1,0,0,19271115-8621,95060,413,525b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1927,,63,2,India,2008-01,Inv,Pakistan,1982-01-02,Poland,1979-01-02,Sweden,21,6, , ,0,0,0,1729,5,NULL,0
19710916-2527,Gotland county,Gotland,098084,106007,825400560,Gotland Vibble 247553726,0,0,0,0,0,0,0,0,19271115-8621,51716,557,145,"Ämneslärarutbildning, allmänna ämnen",524653134,52465313435695Gotland420715-1250,35695,Gotland,Gotland county,420715-1250,524653134,35695,Gotland,Gotland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1971,,19,2,Germany,2010-11,Inv,India,1982-01-02,Germany,1979-01-02,Netherlands,11,1,5,4,1219,0,0,2004,5,NULL,0
19280809-8853,Jönköping county,Sävsjö,068403,105173,884197950,Sävsjö Stockaryd 36500406,0,0,0,0,0,0,0,0,19280809-8853,93760,613,321,Journalist- och medieutbildning (eftergymnasial),647076153,64707615342263Eksjö340222-4501,42263,Eksjö,Jönköping county,340222-4501,647076153,42263,Eksjö,Jönköping county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1928,,62,1,Poland,1934-01,Inv,India,1982-01-02,Romania,1979-01-02,Iraq,11,1,5,1,1864,0,0,1864,5,NULL,0
19690610-5803,Norrbotten county,Jokkmokk,251002,324016,203248806,Jokkmokk Jokkmokk 23627160,0,0,0,0,0,0,0,0,19690610-5803,72176,6,622,Lantbruksvetenskaplig högskoleutbildning (minst 3 år),512113008,51211300824516Älvsbyn420426-7475,24516,Älvsbyn,Norrbotten county,420426-7475,512113008,24516,Älvsbyn,Norrbotten county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1969,,21,2,Iraq,2003-05,Utv,Romania,1982-01-02,USA,1979-01-02,Germany,11,5,5,1,1245,0,0,3925,5,NULL,0
19411117-0365,Blekinge county,Sölvesborg,108304,102003,308412020,Sölvesborg Pukavik 379648278,2,1,0,0,0,0,0,0,19411117-0365,37172,6,212c,Konstnärlig eftergymnasial utbildning,177868094,17786809494779Sölvesborg520711-9521,94779,Sölvesborg,Blekinge county,520711-9521,177868094,94779,Sölvesborg,Blekinge county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1941,,49,2,India,1945-05,Utv,India,1982-01-02,USA,1979-01-02,Turkey,11,1,3,4,1216,0,0,2051,5,NULL,0
19620510-2360,Norrbotten county,Kalix,251401,325014,725246865,Kalix Sangis 82086093,0,0,0,0,0,0,0,0,19620510-2360,40359,547,529a,Övrig civilingenjörsutbildning,-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1962,20061126,44,2,Romania,1981-01,Utv,India,1982-01-02,Italy,1979-01-02,Russia,11,6, , ,0,0,0,3169,6,NULL,0
19670524-7069,Västra Götaland county,Tidaholm,149816,107274,790381959,Tidaholm Tidaholm 102602574,0,0,0,0,0,0,0,0,19670524-7069,51989,557,640x,Veterinärutbildning,921603993,92160399384943Borås451001-2415,84943,Borås,Västra Götaland county,451001-2415,921603993,84943,Borås,Västra Götaland county,1,490101-1854,500234439,70938,Mellerud,Västra Götaland county,1,-,-,-,0000,00,-,1967,,23,2,Italy,1973-03,Utv,Russia,1982-01-02,Afghanistan,1979-01-02,Brazil,11,1,5,2,1158,904,0,2717,4,0,0
19741121-5316,Västra Götaland county,Tidaholm,149816,107274,790381959,Tidaholm Tidaholm 102602574,0,0,0,0,0,0,0,0,19670524-7069,50556,536,521b,"Ingenjörsutbildning inom maskin, fordon, farkost och industriell ekonomi  (eftergymnasial)",843695811,84369581109161Vänersborg530824-8157,09161,Vänersborg,Västra Götaland county,530824-8157,843695811,09161,Vänersborg,Västra Götaland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1974,,16,1,Brazil,1975-03,Inv,Afghanistan,1982-01-02,USA,1979-01-02,Netherlands,11,1,3,4,1321,0,0,1635,5,NULL,0
19320213-1858,Västernorrland county,Sundsvall,228103,320010,269732420,Sundsvall Klingsta och Allsta 196674430,0,0,0,0,0,0,0,0,19320213-1858,23889,417,146c,Yrkeslärarutbildning,419975879,41997587947907Sundsvall550906-1469,47907,Sundsvall,Västernorrland county,550906-1469,419975879,47907,Sundsvall,Västernorrland county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1932,,58,1,USA,1937-08,Utv,Russia,1982-01-02,Sweden,1979-01-02,Syria,21,1,3,1,1400,0,0,3702,6,NULL,0
19370305-1485,Västernorrland county,Sundsvall,228103,320010,269732420,Sundsvall Klingsta och Allsta 196674430,0,0,0,0,0,0,0,0,19320213-1858,51822,537,580x,"Ingenjörsutbildning inom samhällsbyggnad, byggnadsteknik och miljöteknik (eftergymnasial)",418393195,41839319588754Kramfors370305-1485,88754,Kramfors,Västernorrland county,370305-1485,418393195,88754,Kramfors,Västernorrland county,1,470506-7622,712728942,95049,Sundsvall,Västernorrland county,1,-,-,-,0000,00,-,1937,,53,2,Germany,1959-02,Inv,Romania,1982-01-02,Italy,1979-01-02,Finland,11,5,5,4,1081,800,0,6064,5,NULL,0
19410307-2648,Västerbotten county,Bjurholm,240301,321048,807457072,Bjurholm Bjurholm 286626797,1,0,0,0,0,0,0,0,19410307-2648,49586,3,388b,Yrkesinriktad utbildning på gymnasial nivå inom handel och administration,808702286,80870228625884Vilhelmina410307-2648,25884,Vilhelmina,Västerbotten county,410307-2648,808702286,25884,Vilhelmina,Västerbotten county,1,410307-2648,808702286,93986,Norsjö,Västerbotten county,1,-,-,-,0000,00,-,1941,,49,2,Finland,1954-04,Inv,Iraq,1982-01-02,Italy,1979-01-02,Iran,11,5,5,2,484,237,0,11183,2,0,11183
19590517-4727,Kalmar county,Emmaboda,086203,105048,949464255,Emmaboda Långasjö 293263417,0,0,0,0,0,0,0,0,19590517-4727,84353,556,322,Biblioteks- och informationsvetenskaplig högskoleutbildning (minst 3 år),193887638,19388763843690Nybro195016-9598,43690,Nybro,Kalmar county,195016-9598,193887638,43690,Nybro,Kalmar county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1959,,31,2,Romania,1971-05,Inv,China,1982-01-02,Afghanistan,1979-01-02,Syria,11,5,3,2,1414,0,0,2454,4,0,0
19600403-0892,Stockholm county,Vallentuna,011501,215087,375869676,Vallentuna Kårsta 60697663,0,0,0,0,0,0,0,0,19600403-0892,80762,53-55,623,Skogsbruksvetenskaplig högskoleutbildning (minst 3 år),267168935,26716893579103Lidingö360425-3291,79103,Lidingö,Stockholm county,360425-3291,267168935,79103,Lidingö,Stockholm county,1,-,-,-,0000,00,-,-,-,-,0000,00,-,1960,,30,1,Germany,1983-03,Inv,Brazil,1982-01-02,China,1979-01-02,Turkey,11,1,5,4,1533,0,0,1788,5,NULL,0
19730910-3414,Norrbotten county,Kiruna,258402,324023,808492251,Kiruna Jukkasjärvi 222518493,0,0,0,0,0,0,0,0,19730910-3414,12132,412,210b,"Minst 30 högskolepoäng inom humaniora och konst, ej examen",-,--0000-,-,0000,00,-,-,-,0000,00,-,-,-,-,0000,00,-,-,-,-,0000,00,-,1973,,17,1,Brazil,1983-07,Utv,India,1982-01-02,Romania,1979-01-02,Germany,11,6, , ,0,0,0,1422,6,NULL,0
